2012-05-06 00:00:00, 2.0
2012-05-08 00:00:00, 0.0
2012-05-09 00:00:00, 30.0
2012-05-10 00:00:00, 3.0
2012-05-11 00:00:00, 0.0
2012-05-12 00:00:00, 1.0
2012-05-13 00:00:00, 1.0
2012-05-14 00:00:00, 1.0
2012-05-15 00:00:00, 2.0
2012-05-16 00:00:00, 0.0
2012-05-17 00:00:00, 1.0
2012-05-18 00:00:00, 0.0
2012-05-19 00:00:00, 0.0
2012-05-20 00:00:00, 1.0
2012-05-21 00:00:00, 0.0
2012-05-22 00:00:00, 0.0
2012-05-23 00:00:00, 3.0
2012-05-24 00:00:00, 3.0
2012-05-25 00:00:00, 3.0
2012-05-26 00:00:00, 2.0
2012-05-27 00:00:00, 0.0
2012-05-28 00:00:00, 2.0
2012-05-29 00:00:00, 1.0
2012-05-30 00:00:00, 5.0
2012-05-31 00:00:00, 0.0
2012-06-01 00:00:00, 0.0
2012-06-02 00:00:00, 0.0
2012-06-03 00:00:00, 4.0
2012-06-04 00:00:00, 5.0
2012-06-05 00:00:00, 1.0
2012-06-06 00:00:00, 0.0
2012-06-07 00:00:00, 7.0
2012-06-08 00:00:00, 0.0
2012-06-09 00:00:00, 3.0
2012-06-10 00:00:00, 5.0
2012-06-11 00:00:00, 3.0
2012-06-12 00:00:00, 1.0
2012-06-13 00:00:00, 0.0
2012-06-14 00:00:00, 2.0
2012-06-15 00:00:00, 0.0
2012-06-16 00:00:00, 1.0
2012-06-19 00:00:00, 0.0
2012-06-20 00:00:00, 1.0
2012-06-21 00:00:00, 1.0
2012-06-22 00:00:00, 1.0
2012-06-23 00:00:00, 1.0
2012-06-24 00:00:00, 0.0
2012-06-25 00:00:00, 1.0
2012-06-26 00:00:00, 0.0
2012-06-27 00:00:00, 1.0
2012-06-28 00:00:00, 0.0
2012-06-29 00:00:00, 0.0
2012-06-30 00:00:00, 0.0
2012-07-01 00:00:00, 0.0
2012-07-02 00:00:00, 0.0
2012-07-03 00:00:00, 0.0
2012-07-04 00:00:00, 2.0
2012-07-05 00:00:00, 0.0
2012-07-06 00:00:00, 0.0
2012-07-07 00:00:00, 1.0
2012-07-08 00:00:00, 0.0
2012-07-09 00:00:00, 2.0
2012-07-10 00:00:00, 2.0
2012-07-11 00:00:00, 0.0
2012-07-12 00:00:00, 2.0
2012-07-16 00:00:00, 3.0
2012-07-17 00:00:00, 1.0
2012-07-18 00:00:00, 1.0
2012-07-19 00:00:00, 0.0
2012-07-20 00:00:00, 0.0
2012-07-21 00:00:00, 1.0
2012-07-22 00:00:00, 0.0
2012-07-23 00:00:00, 9.0
2012-07-24 00:00:00, 45.0
2012-07-25 00:00:00, 47.0
2012-07-27 00:00:00, 68.0
2012-07-28 00:00:00, 16.0
2012-07-29 00:00:00, 28.0
2012-07-30 00:00:00, 31.0
2012-07-31 00:00:00, 27.0
2012-08-01 00:00:00, 35.0
2012-08-03 00:00:00, 1.0
2012-08-04 00:00:00, 15.0
2012-08-05 00:00:00, 41.0
2012-08-06 00:00:00, 40.0
2012-08-07 00:00:00, 21.0
2012-08-08 00:00:00, 0.0
2012-08-09 00:00:00, 26.0
2012-08-10 00:00:00, 33.0
2012-08-11 00:00:00, 46.0
2012-08-12 00:00:00, 3.0
2012-08-13 00:00:00, 47.0
2012-08-14 00:00:00, 1.0
2012-08-15 00:00:00, 45.0
2012-08-16 00:00:00, 30.0
2012-08-17 00:00:00, 50.0
2012-08-18 00:00:00, 33.0
2012-08-19 00:00:00, 33.0
2012-08-20 00:00:00, 42.0
2012-08-21 00:00:00, 74.0
2012-08-22 00:00:00, 48.0
2012-08-23 00:00:00, 30.0
2012-08-24 00:00:00, 13.0
2012-08-25 00:00:00, 2.0
2012-08-26 00:00:00, 18.0
2012-08-27 00:00:00, 24.0
2012-08-28 00:00:00, 3.0
2012-08-29 00:00:00, 14.0
2012-08-30 00:00:00, 24.0
2012-08-31 00:00:00, 27.0
2012-09-01 00:00:00, 5.0
2012-09-02 00:00:00, 40.0
2012-09-03 00:00:00, 38.0
2012-09-04 00:00:00, 26.0
2012-09-05 00:00:00, 18.0
2012-09-06 00:00:00, 17.0
2012-09-07 00:00:00, 2.0
2012-09-08 00:00:00, 13.0
2012-09-09 00:00:00, 14.0
2012-09-10 00:00:00, 19.0
2012-09-11 00:00:00, 11.0
2012-09-12 00:00:00, 0.0
2012-09-13 00:00:00, 26.0
2012-09-14 00:00:00, 106.0
2012-09-15 00:00:00, 23.0
2012-09-16 00:00:00, 24.0
2012-09-17 00:00:00, 25.0
2012-09-18 00:00:00, 23.0
2012-09-19 00:00:00, 22.0
2012-09-20 00:00:00, 23.0
2012-09-21 00:00:00, 4.0
2012-09-22 00:00:00, 21.0
2012-09-23 00:00:00, 15.0
2012-09-24 00:00:00, 14.0
2012-09-25 00:00:00, 16.0
2012-09-26 00:00:00, 11.0
2012-09-27 00:00:00, 14.0
2012-09-28 00:00:00, 9.0
2012-09-29 00:00:00, 9.0
2012-09-30 00:00:00, 6.0
2012-10-01 00:00:00, 15.0
2012-10-02 00:00:00, 14.0
2012-10-03 00:00:00, 12.0
2012-10-04 00:00:00, 8.0
2012-10-05 00:00:00, 21.0
2012-10-06 00:00:00, 20.0
2012-10-07 00:00:00, 16.0
2012-10-08 00:00:00, 6.0
2012-10-09 00:00:00, 7.0
2012-10-10 00:00:00, 12.0
2012-10-11 00:00:00, 1.0
2012-10-12 00:00:00, 8.0
2012-10-13 00:00:00, 7.0
2012-10-14 00:00:00, 6.0
2012-10-15 00:00:00, 2.0
